1,0.1,19.91616742699989
2,0.2,19.820268894000037
4,0.4,21.803653332999602
8,0.8,33.80025739099983
10,1.0,46.415332533000765
1,0.1,21.248343888000818
2,0.2,18.05095386300127
4,0.4,21.733939003999694
8,0.8,34.2458821729997
10,1.0,47.80320283999936
1,0.1,20.84307380000064
2,0.2,20.340950330999476
4,0.4,21.75539207499969
8,0.8,33.59846252200077
10,1.0,50.50402471900088
1,0.1,19.487803695001276
2,0.2,18.170534307999333
4,0.4,21.729315656000836
8,0.8,33.24928973799979
10,1.0,49.55376088000048
1,0.1,20.255692020000424
2,0.2,20.368919978998747
4,0.4,21.493548700000247
8,0.8,33.44015647800006
10,1.0,45.96859330100051
