1,1.0,277.723989994
2,1.0,158.79488251999987
4,1.0,70.86647636099997
8,1.0,45.49982525999985
12,1.0,42.24908758900028
1,1.0,271.8699013969999
2,1.0,159.17996892500014
4,1.0,70.49413401799984
8,1.0,62.42974793099984
12,1.0,40.940537344000404
1,1.0,272.6448384150003
2,1.0,159.79456687899983
4,1.0,73.32906100000037
8,1.0,45.719302035000055
12,1.0,41.11757767300014
1,1.0,274.130870642
2,1.0,158.39475264400016
4,1.0,72.44108149099975
8,1.0,46.76126294699952
12,1.0,41.92132071800006
1,1.0,274.99389126700044
2,1.0,162.04674535399954
4,1.0,72.50492253599987
8,1.0,56.96180723999987
12,1.0,40.52764095400016
