1,0.1,20.53354460599985
2,0.2,17.408683847999782
4,0.4,21.636475190000056
8,0.8,34.375274655000794
10,1.0,49.39009906499996
1,0.1,20.116870589999962
2,0.2,16.855793577999975
4,0.4,21.35054430799937
8,0.8,32.64507075500023
10,1.0,44.716597857000124
1,0.1,20.06928579399937
2,0.2,16.82354537900028
4,0.4,21.65250446400023
8,0.8,33.23083929199947
10,1.0,49.875611939999544
1,0.1,19.891255743999864
2,0.2,16.707629528000325
4,0.4,22.17512252600045
8,0.8,34.013804891999825
10,1.0,47.28721047700037
1,0.1,19.79911688500033
2,0.2,19.508101771999463
4,0.4,21.301002412000344
8,0.8,33.51756971800023
10,1.0,50.84386702399934
