8,0.1,6.663049028999922
8,0.2,9.056548511000074
8,0.4,14.260072090999529
8,0.8,33.6440435479999
8,1.0,46.075278399000126
8,0.1,6.678090950000296
8,0.2,9.086953216999973
8,0.4,14.196287849999862
8,0.8,33.236260126999696
8,1.0,45.9981321209998
8,0.1,6.696175368000695
8,0.2,8.809299690000444
8,0.4,13.948448783999993
8,0.8,33.27476052699967
8,1.0,45.754256941000676
8,0.1,6.562887099999898
8,0.2,9.065067171999544
8,0.4,13.831449959000565
8,0.8,33.636226782999984
8,1.0,46.764824949000285
8,0.1,6.673268708000251
8,0.2,8.958626199000719
8,0.4,14.01680249400033
8,0.8,32.21838232600021
8,1.0,47.330033766999804
